POprc559_1:1	okay	RE(RE)	okay
POprc559_68:9	electric	JJ(JJ)	electric
POprc559_68:10	energy	NN(NN)	energy
POprc559_68:11	has	VHZ(VHZ)	have
POprc559_68:12	mostly	RB(RB)	mostly
POprc559_68:13	been	VBN(VBN)	be
POprc559_68:14	er	UH(UH)	er
POprc559_68:15	on	IN(IN)	on
POprc559_68:16	the	DT(DT)	the
POprc559_68:17	subject	NN(NN)	subject
POprc559_68:18	p_renewables	PVC(NNS)	
POprc559_68:19	which	PRE(PRE)	which
POprc559_68:20	is	VBZ(VBZ)	be
POprc559_68:21	important	JJ(JJ)	important
POprc559_68:22	for	IN(IN)	for
POprc559_68:23	_0	PA(PA)	
POprc559_68:24	for	IN(IN)	for
POprc559_68:25	the	DT(DT)	the
POprc559_68:26	s_EU	NP(NP)	s_EU
POprc559_68:27	and	CC(CC)	and
POprc559_68:28	for	IN(IN)	for
POprc559_68:29	_0	PA(PA)	
POprc559_68:30	norway	NP(NP)	norway
POprc559_68:31	as	RB(RB)	as
POprc559_68:32	as	RB(RB)	as
POprc559_68:33	as	RB(RB)	as
POprc559_68:34	well	RB(RB)	well
POprc559_68:35	_0	PA(PA)	
POprc559_68:36	er	UH(UH)	er
POprc559_68:37	both	DT(DT)	both
POprc559_68:38	the	DT(DT)	the
POprc559_68:39	s_EU	NP(NP)	s_EU
POprc559_68:40	an-	XX(XX)	
POprc559_68:41	and	CC(CC)	and
POprc559_68:42	norway	NP(NP)	norway
POprc559_68:43	are	VBP(VBP)	be
POprc559_68:44	strongly	RB(RB)	strongly
POprc559_68:45	committed	VVN(VVN)	commit
POprc559_68:46	to	TO(TO)	to
POprc559_68:47	increase	VV(VV)	increase
POprc559_68:48	er	UH(UH)	er
POprc559_68:49	the	DT(DT)	the
POprc559_68:50	production	NN(NN)	production
POprc559_68:51	of	IN(IN)	of
POprc559_68:52	renewable	JJ(JJ)	renewable
POprc559_68:53	energy	NN(NN)	energy
POprc559_68:54	an-	XX(XX)	
POprc559_68:55	_0	PA(PA)	
POprc559_68:56	and	CC(CC)	and
POprc559_68:57	this	DT(DT)	this
POprc559_68:58	has	VHZ(VHZ)	have
POprc559_68:59	been	VBN(VBN)	be
POprc559_68:60	part	NN(NN)	part
POprc559_68:61	o-	XX(XX)	
POprc559_68:62	of	IN(IN)	of
POprc559_68:63	the	DT(DT)	the
POprc559_68:64	discussions	NNS(NNS)	discussion
POprc559_68:65	er	UH(UH)	er
POprc559_68:66	_0	PA(PA)	
POprc559_68:67	not	RB(RB)	not
POprc559_68:68	not	RB(RB)	not
POprc559_68:69	any	DT(DT)	any
POprc559_68:70	new	JJ(JJ)	new
POprc559_68:71	er	UH(UH)	er
POprc559_68:72	_0	PA(PA)	
POprc559_68:73	er	UH(UH)	er
POprc559_68:74	_0	PA(PA)	
POprc559_68:75	connections	NNS(NNS)	connection
POprc559_68:76	between	IN(IN)	between
POprc559_68:77	_0	PA(PA)	
POprc559_68:78	er	UH(UH)	er
POprc559_68:79	norway	NP(NP)	norway
POprc559_68:80	and	CC(CC)	and
POprc559_68:81	er	UH(UH)	er
POprc559_68:82	and	CC(CC)	and
POprc559_68:83	the	DT(DT)	the
POprc559_68:84	continent	NN(NN)	continent
POprc559_68:85	er	UH(UH)	er
POprc559_68:86	i	PP(PP)	i
POprc559_68:87	'm	VBP(VBP)	be
POprc559_68:88	sure	JJ(JJ)	sure
POprc559_68:89	you	PP(PP)	you
POprc559_68:90	know	VVP(VVP)	know
POprc559_68:91	about	IN(IN)	about
POprc559_68:92	the	DT(DT)	the
POprc559_68:93	cable	NN(NN)	cable
POprc559_68:94	that	PRE(PRE)	that
POprc559_68:95	er	UH(UH)	er
POprc559_68:96	between	IN(IN)	between
POprc559_68:97	norway	NP(NP)	norway
POprc559_68:98	and	CC(CC)	and
POprc559_68:99	the	DT(DT)	the
POprc559_68:100	netherlands	NPS(NPS)	netherlands
POprc559_68:101	which	PRE(PRE)	which
POprc559_68:102	will	MD(MD)	will
POprc559_68:103	be	VB(VB)	be
POprc559_68:104	finalized	VVN(VVN)	finalize
POprc559_68:105	_0	PA(PA)	
POprc559_68:106	next	JJ(JJ)	next
POprc559_68:107	year	NN(NN)	year
POprc559_68:108	and	CC(CC)	and
POprc559_68:109	er	UH(UH)	er
POprc559_68:110	which	PRE(PRE)	which
POprc559_68:111	will	MD(MD)	will
POprc559_68:112	increase	VV(VV)	increase
POprc559_68:113	_0	PA(PA)	
POprc559_68:114	er	UH(UH)	er
POprc559_68:115	the	DT(DT)	the
POprc559_68:116	capacity	NN(NN)	capacity
POprc559_68:117	between	IN(IN)	between
POprc559_68:118	norway	NP(NP)	norway
POprc559_68:119	and	CC(CC)	and
POprc559_68:120	er	UH(UH)	er
POprc559_68:121	and	CC(CC)	and
POprc559_68:122	the	DT(DT)	the
POprc559_68:123	continent	NN(NN)	continent
POprc559_68:124	quite	RB(RB)	quite
POprc559_68:125	quite	RB(RB)	quite
POprc559_68:126	much	JJ(JJ)	much
POprc559_68:127	_0	PA(PA)	
POprc559_68:128	er	UH(UH)	er
POprc559_68:129	in	IN(IN)	in
POprc559_68:130	addition	NN(NN)	addition
POprc559_68:131	to	IN(IN)	to
POprc559_68:132	that	DT(DT)	that
POprc559_68:133	we	PP(PP)	we
POprc559_68:134	are	VBP(VBP)	be
POprc559_68:135	doing	VVG(VVG)	do
POprc559_68:136	a	DT(DT)	a
POprc559_68:137	lot	NN(NN)	lot
POprc559_68:138	of	IN(IN)	of
POprc559_68:139	invest-	XX(XX)	
POprc559_68:140	investments	NNS(NNS)	investment
POprc559_68:141	_0	PA(PA)	
POprc559_68:142	er	UH(UH)	er
POprc559_68:143	between	IN(IN)	between
POprc559_68:144	norway	NP(NP)	norway
POprc559_68:145	and	CC(CC)	and
POprc559_68:146	an-	XX(XX)	
POprc559_68:147	and	CC(CC)	and
POprc559_68:148	sweden	NP(NP)	sweden
POprc559_68:149	which	PRE(PRE)	which
POprc559_68:150	has	VHZ(VHZ)	have
POprc559_68:151	been	VBN(VBN)	be
POprc559_68:152	the	DT(DT)	the
POprc559_68:153	main	JJ(JJ)	main
POprc559_68:154	_0	PA(PA)	
POprc559_68:155	er	UH(UH)	er
POprc559_68:156	the	DT(DT)	the
POprc559_68:157	main	JJ(JJ)	main
POprc559_68:158	transfer	NN(NN)	transfer
POprc559_68:159	market	NN(NN)	market
POprc559_68:160	so	RB(RB)	so
POprc559_68:161	far	RB(RB)	far
POprc559_68:162	_1	PA(PA)	

POprc559_69:1	in	IN(IN)	in
POprc559_69:2	our	PP$(PP$)	we
POprc559_69:3	believe	V(NN)	believe
POprc559_69:4	i	PP(PP)	i
POprc559_69:5	think	VVP(VVP)	think
POprc559_69:6	that	DT(DT)	that
POprc559_69:7	's	VBS(VBS)	be
POprc559_69:8	very	RB(RB)	very
POprc559_69:9	important	JJ(JJ)	important
POprc559_69:10	point	NN(NN)	point
POprc559_69:11	to	TO(TO)	to
POprc559_69:12	stress	VV(VV)	stress
POprc559_69:13	_0	PA(PA)	
POprc559_69:14	we	PP(PP)	we
POprc559_69:15	k-	XX(XX)	
POprc559_69:16	share	VVP(VVP)	share
POprc559_69:17	our	PP$(PP$)	we
POprc559_69:18	vision	NN(NN)	vision
POprc559_69:19	_0	PA(PA)	
POprc559_69:20	how	WRB(WRB)	how
POprc559_69:21	the	DT(DT)	the
POprc559_69:22	market	NN(NN)	market
POprc559_69:23	should	MD(MD)	shall
POprc559_69:24	work	VV(VV)	work
POprc559_69:25	the	DT(DT)	the
POprc559_69:26	price	NN(NN)	price
POprc559_69:27	signal	NN(NN)	signal
POprc559_69:28	and	CC(CC)	and
POprc559_69:29	_0	PA(PA)	

POprc559_70:1	mhm	RE(RE)	mhm

POprc559_71:1	consumer	NN(NN)	consumer
POprc559_71:2	pattern	NN(NN)	pattern
POprc559_71:3	_0	PA(PA)	
POprc559_71:4	should	MD(MD)	shall
POprc559_71:5	really	RB(RB)	really
POprc559_71:6	decide	VV(VV)	decide
POprc559_71:7	_0	PA(PA)	
POprc559_71:8	when	WRB(WRB)	when
POprc559_71:9	and	CC(CC)	and
POprc559_71:10	where	WRB(WRB)	where
POprc559_71:11	the	DT(DT)	the
POprc559_71:12	investment	NN(NN)	investment
POprc559_71:13	should	MD(MD)	shall
POprc559_71:14	be	VB(VB)	be
POprc559_71:15	made	VVN(VVN)	make
POprc559_71:16	_0	PA(PA)	
POprc559_71:17	it	PP(PP)	it
POprc559_71:18	's	VBS(VBS)	be
POprc559_71:19	not	RB(RB)	not
POprc559_71:20	for	IN(IN)	for
POprc559_71:21	us	PP(PP)	we
POprc559_71:22	to	TO(TO)	to
POprc559_71:23	make	VV(VV)	make
POprc559_71:24	a	DT(DT)	a
POprc559_71:25	_0	PA(PA)	
POprc559_71:26	decision	NN(NN)	decision
POprc559_71:27	where	WRB(WRB)	where
POprc559_71:28	the	DT(DT)	the
POprc559_71:29	line	NN(NN)	line
POprc559_71:30	should	MD(MD)	shall
POprc559_71:31	be	VB(VB)	be
POprc559_71:32	_0	PA(PA)	
POprc559_71:33	yes	RE(RE)	yes
POprc559_71:34	there	EX(EX)	there
POprc559_71:35	are	VBP(VBP)	be
POprc559_71:36	authorities	NNS(NNS)	authority
POprc559_71:37	that	PRE(PRE)	that
POprc559_71:38	should	MD(MD)	shall
POprc559_71:39	approve	VV(VV)	approve
POprc559_71:40	the	DT(DT)	the
POprc559_71:41	project	NN(NN)	project
POprc559_71:42	_0	PA(PA)	
POprc559_71:43	but	CC(CC)	but
POprc559_71:44	still	RB(RB)	still
POprc559_71:45	it	PP(PP)	it
POprc559_71:46	should	MD(MD)	shall
POprc559_71:47	come	VV(VV)	come
POprc559_71:48	from	IN(IN)	from
POprc559_71:49	the	DT(DT)	the
POprc559_71:50	well-developed	JJ(JJ)	well-developed
POprc559_71:51	market	NN(NN)	market
POprc559_71:52	and	CC(CC)	and
POprc559_71:53	_0	PA(PA)	
POprc559_71:54	in	IN(IN)	in
POprc559_71:55	a	DT(DT)	a
POprc559_71:56	situation	NN(NN)	situation
POprc559_71:57	where	WRB(WRB)	where
POprc559_71:58	the	DT(DT)	the
POprc559_71:59	market	NN(NN)	market
POprc559_71:60	is	VBZ(VBZ)	be
POprc559_71:61	well-functioning	VVG(VVG)	well-function
POprc559_71:62	_0	PA(PA)	
POprc559_71:63	and	CC(CC)	and
POprc559_71:64	where	WRB(WRB)	where
POprc559_71:65	there	EX(EX)	there
POprc559_71:66	is	VBZ(VBZ)	be
POprc559_71:67	a	DT(DT)	a
POprc559_71:68	price	NN(NN)	price
POprc559_71:69	control	NN(NN)	control
POprc559_71:70	some	DT(DT)	some
POprc559_71:71	necessary	JJ(JJ)	necessary
POprc559_71:72	price	NNS(NNS)	price
POprc559_71:73	controls	NNS(NNS)	control
POprc559_71:74	the	DT(DT)	the
POprc559_71:75	necessary	JJ(JJ)	necessary
POprc559_71:76	investments	NNS(NNS)	investment
POprc559_71:77	will	MD(MD)	will
POprc559_71:78	be	VB(VB)	be
POprc559_71:79	made	VVN(VVN)	make
POprc559_71:80	to	TO(TO)	to
POprc559_71:81	well	DM(DM)/RB(RB)	well
POprc559_71:82	supply	VV(VV)	supply
POprc559_71:83	_0	PA(PA)	
POprc559_71:84	the	DT(DT)	the
POprc559_71:85	consumer	NN(NN)	consumer
POprc559_71:86	_0	PA(PA)	
POprc559_71:87	and	CC(CC)	and
POprc559_71:88	er	UH(UH)	er
POprc559_71:89	technology	NN(NN)	technology
POprc559_71:90	is	VBZ(VBZ)	be
POprc559_71:91	er	UH(UH)	er
POprc559_71:92	quite	RB(RB)	quite
POprc559_71:93	advanced	JJ(JJ)	advanced
POprc559_71:94	for	IN(IN)	for
POprc559_71:95	the	DT(DT)	the
POprc559_71:96	cables	NNS(NNS)	cable
POprc559_71:97	to	TO(TO)	to
POprc559_71:98	be	VB(VB)	be
POprc559_71:99	made	VVN(VVN)	make
POprc559_71:100	or	CC(CC)	or
POprc559_71:101	the	DT(DT)	the
POprc559_71:102	interconnections	NNS(NNS)	interconnection
POprc559_71:103	to	TO(TO)	to
POprc559_71:104	be	VB(VB)	be
POprc559_71:105	made	VVN(VVN)	make
POprc559_71:106	_0	PA(PA)	
POprc559_71:107	so	DM(DM)	so
POprc559_71:108	it	PP(PP)	it
POprc559_71:109	's	VBS(VBS)	be
POprc559_71:110	very	RB(RB)	very
POprc559_71:111	important	JJ(JJ)	important
POprc559_71:112	that	IN(IN)	that
POprc559_71:113	continent	NN(NN)	continent
POprc559_71:114	really	RB(RB)	really
POprc559_71:115	have	VHP(VHZ)	have
POprc559_71:116	well-functioning	JJ(JJ)	well-functioning
POprc559_71:117	global	JJ(JJ)	global
POprc559_71:118	market	NN(NN)	market
POprc559_71:119	because	IN(IN)	because
POprc559_71:120	in	IN(IN)	in
POprc559_71:121	this	DT(DT)	this
POprc559_71:122	case	NN(NN)	case
POprc559_71:123	we	PP(PP)	we
POprc559_71:124	would	MD(MD)	will
POprc559_71:125	not	RB(RB)	not
POprc559_71:126	have	VH(VH)	have
POprc559_71:127	to	TO(TO)	to
POprc559_71:128	speak	VV(VV)	speak
POprc559_71:129	about	IN(IN)	about
POprc559_71:130	shortage	NN(NN)	shortage
POprc559_71:131	capacities	NNS(NNS)	capacity
POprc559_71:132	_3	PA(PA)	

POprc559_72:1	er	UH(UH)	er
POprc559_72:2	a_[S9/last]	NP(NP)	
POprc559_72:3	from	IN(IN)	from
POprc559_72:4	norwegian	JJ(JJ)	norwegian
POprc559_72:5	er	UH(UH)	er
POprc559_72:6	s_tv	NN(NN)	s_tv
POprc559_72:7	two	NP(NP)	two
POprc559_72:8	er	UH(UH)	er
POprc559_72:9	i	PP(PP)	i
POprc559_72:10	will	MD(MD)	will
POprc559_72:11	back	RB(RB)	back
POprc559_72:12	to	IN(IN)	to
POprc559_72:13	our	PP$(PP$)	we
POprc559_72:14	er	UH(UH)	er
POprc559_72:15	energy	NN(NN)	energy
POprc559_72:16	crisis	NN(NN)	crisis
POprc559_72:17	it	PP(PP)	it
POprc559_72:18	's	VBS(VBS)	be
POprc559_72:19	er	UH(UH)	er
POprc559_72:20	@	LA(LA)	
POprc559_72:21	it	PP(PP)	it
POprc559_72:22	's	VBS(VBS)	be
POprc559_72:23	the	DT(DT)	the
POprc559_72:24	crisis	NN(NN)	crisis
POprc559_72:25	about	IN(IN)	about
POprc559_72:26	very	RB(RB)	very
POprc559_72:27	high	JJ(JJ)	high
POprc559_72:28	energy	NN(NN)	energy
POprc559_72:29	prices	NNS(NNS)	price
POprc559_72:30	for	IN(IN)	for
POprc559_72:31	the	DT(DT)	the
POprc559_72:32	moment	NN(NN)	moment
POprc559_72:33	er	UH(UH)	er
POprc559_72:34	we	PP(PP)	we
POprc559_72:35	have	VHP(VHP)	have
POprc559_72:36	a	DT(DT)	a
POprc559_72:37	lot	NN(NN)	lot
POprc559_72:38	of	IN(IN)	of
POprc559_72:39	gas	NN(NN)	gas
POprc559_72:40	but	CC(CC)	but
POprc559_72:41	we	PP(PP)	we
POprc559_72:42	do	VVP(VVP)	do
POprc559_72:43	n't	RB(RB)	not
POprc559_72:44	use	VV(VV)	use
POprc559_72:45	it	PP(PP)	it
POprc559_72:46	for	IN(IN)	for
POprc559_72:47	er	UH(UH)	er
POprc559_72:48	heating	VVG(NN)	heat/heating
POprc559_72:49	or	CC(CC)	or
POprc559_72:50	cooking	VVG(NN)	cook/cooking
POprc559_72:51	or	CC(CC)	or
POprc559_72:52	er	UH(UH)	er
POprc559_72:53	_0	PA(PA)	
POprc559_72:54	at	IN(IN)	at
POprc559_72:55	your	PP$(PP$)	you
POprc559_72:56	own	JJ(JJ)	own
POprc559_72:57	market	NN(NN)	market
POprc559_72:58	in	IN(IN)	in
POprc559_72:59	norway	NP(NP)	norway
POprc559_72:60	_0	PA(PA)	
POprc559_72:61	do	VVP(VVP)	do
POprc559_72:62	you	PP(PP)	you
POprc559_72:63	see	VV(VV)	see
POprc559_72:64	that	DT(DT)	that
POprc559_72:65	as	IN(IN)	as
POprc559_72:66	a	DT(DT)	a
POprc559_72:67	paradox	NN(NN)	paradox
POprc559_72:68	_1	PA(PA)	

POprc559_73:1	no	RE(RE)	no
POprc559_73:2	i	PP(PP)	i
POprc559_73:3	do	VVP(VVP)	do
POprc559_73:4	n't	RB(RB)	not
POprc559_73:5	see	VV(VV)	see
POprc559_73:6	i	PP(PP)	i
POprc559_73:7	think	VVP(VVP)	think
POprc559_73:8	er	UH(UH)	er
POprc559_73:9	norway	NP(NP)	norway
POprc559_73:10	has	VHZ(VHZ)	have
POprc559_73:11	taken	VVN(VVN)	take
POprc559_73:12	er	UH(UH)	er
POprc559_73:13	the	DT(DT)	the
POprc559_73:14	vision	NN(NN)	vision
POprc559_73:15	of	IN(IN)	of
POprc559_73:16	fighting	VVG(VVG)	fight
POprc559_73:17	climate	NN(NN)	climate
POprc559_73:18	change	NN(NN)	change
POprc559_73:19	and	CC(CC)	and
POprc559_73:20	not	RB(RB)	not
POprc559_73:21	to	TO(TO)	to
POprc559_73:22	make	VV(VV)	make
POprc559_73:23	s_co	NN(NN)	s_co
POprc559_73:24	two	CD(CD)	two
POprc559_73:25	some	DT(DT)	some
POprc559_73:26	time	NN(NN)	time
POprc559_73:27	ago	RB(RB)	ago
POprc559_73:28	_0	PA(PA)	
POprc559_73:29	and	CC(CC)	and
POprc559_73:30	i	PP(PP)	i
POprc559_73:31	think	VVP(VVP)	think
POprc559_73:32	this	DT(DT)	this
POprc559_73:33	is	VBZ(VBZ)	be
POprc559_73:34	the	DT(DT)	the
POprc559_73:35	biggest	JJS(JJS)	big
POprc559_73:36	challenge	NN(NN)	challenge
POprc559_73:37	that	PRE(PRE)	that
POprc559_73:38	we	PP(PP)	we
POprc559_73:39	are	VBP(VBP)	be
POprc559_73:40	facing	VVG(VVG)	face
POprc559_73:41	it	PP(PP)	it
POprc559_73:42	is	VBZ(VBZ)	be
POprc559_73:43	the	DT(DT)	the
POprc559_73:44	biggest	JJS(JJS)	big
POprc559_73:45	risks	NNS(NNS)	risk
POprc559_73:46	of	IN(IN)	of
POprc559_73:47	mankind	NN(NN)	mankind
POprc559_73:48	is	VBZ(VBZ)	be
POprc559_73:49	in	IN(IN)	in
POprc559_73:50	and	CC(CC)	and
POprc559_73:51	norway	NP(NP)	norway
POprc559_73:52	in	IN(IN)	in
POprc559_73:53	particular	JJ(JJ)	particular
POprc559_73:54	with	IN(IN)	with
POprc559_73:55	golf	NN(NN)	golf
POprc559_73:56	stream	NN(NN)	stream
POprc559_73:57	i	PP(PP)	i
POprc559_73:58	hope	VVP(VVP)	hope
POprc559_73:59	that	IN(IN)	that
POprc559_73:60	the	DT(DT)	the
POprc559_73:61	xxx	UNI(UNI)	
POprc559_73:62	are	VBP(VBP)	be
POprc559_73:63	not	RB(RB)	not
POprc559_73:64	_0	PA(PA)	
POprc559_73:65	strong	JJ(JJ)	strong
POprc559_73:66	enough	RB(RB)	enough
POprc559_73:67	_0	PA(PA)	
POprc559_73:68	that	IN(IN)	that
POprc559_73:69	there	EX(EX)	there
POprc559_73:70	is	VBZ(VBZ)	be
POprc559_73:71	some	DT(DT)	some
POprc559_73:72	_0	PA(PA)	
POprc559_73:73	some	DT(DT)	some
POprc559_73:74	mistake	NN(NN)	mistake
POprc559_73:75	in	IN(IN)	in
POprc559_73:76	the	DT(DT)	the
POprc559_73:77	calculation	NN(NN)	calculation
POprc559_73:78	but	CC(CC)	but
POprc559_73:79	risks	NNS(NNS)	risk
POprc559_73:80	exist	VVP(VVP)	exist
POprc559_73:81	and	CC(CC)	and
POprc559_73:82	i	PP(PP)	i
POprc559_73:83	really	RB(RB)	really
POprc559_73:84	believe	VVP(VVP)	believe
POprc559_73:85	that	IN(IN)	that
POprc559_73:86	norwegian	JJ(JJ)	norwegian
POprc559_73:87	citizens	NNS(NNS)	citizen
POprc559_73:88	have	VHP(VHP)	have
POprc559_73:89	_0	PA(PA)	
POprc559_73:90	done	VVN(VVN)	do
POprc559_73:91	rightly	RB(RB)	rightly
POprc559_73:92	choosing	VVG(VVG)	choose
POprc559_73:93	so	RB(RB)	so
POprc559_73:94	_0	PA(PA)	
POprc559_73:95	and	CC(CC)	and
POprc559_73:96	er	UH(UH)	er
POprc559_73:97	_0	PA(PA)	
POprc559_73:98	yes	RE(RE)	yes
POprc559_73:99	you	PP(PP)	you
POprc559_73:100	pay	VVP(VVP)	pay
POprc559_73:101	more	JJR(JJR)	more
POprc559_73:102	for	IN(IN)	for
POprc559_73:103	electricity	NN(NN)	electricity
POprc559_73:104	but	CC(CC)	but
POprc559_73:105	you	PP(PP)/PP(DM)	you
POprc559_73:106	know	VVP(VVP)/VVP(DM)	know
POprc559_73:107	there	EX(EX)	there
POprc559_73:108	is	VBZ(VBZ)	be
POprc559_73:109	no	DT(DT)	no
POprc559_73:110	s_co	NN(NN)	s_co
POprc559_73:111	two	CD(CD)	two
POprc559_73:112	emission	NN(NN)	emission
POprc559_73:113	so	DM(DM)	so
POprc559_73:114	we	PP(PP)	we
POprc559_73:115	think	VVP(VVP)	think
POprc559_73:116	it	PP(PP)	it
POprc559_73:117	this	DT(DT)	this
POprc559_73:118	is	VBZ(VBZ)	be
POprc559_73:119	much	RB(RB)	much
POprc559_73:120	more	RBR(RBR)	more
POprc559_73:121	important	JJ(JJ)	important
POprc559_73:122	to	TO(TO)	to
POprc559_73:123	look	VV(VV)	look
POprc559_73:124	from	IN(IN)	from
POprc559_73:125	this	DT(DT)	this
POprc559_73:126	point	NN(NN)	point
POprc559_73:127	of	NN(NN)	of
POprc559_73:128	view	NN(NN)	view
POprc559_73:129	_0	PA(PA)	
POprc559_73:130	and	CC(CC)	and
POprc559_73:131	on	IN(IN)	on
POprc559_73:132	the	DT(DT)	the
POprc559_73:133	positive	JJ(JJ)	positive
POprc559_73:134	side	NN(NN)	side
POprc559_73:135	and	CC(CC)	and
POprc559_73:136	that	DT(DT)	that
POprc559_73:137	's	VBS(VBS)	be
POprc559_73:138	where	WRB(WRB)	where
POprc559_73:139	we	PP(PP)	we
POprc559_73:140	i	PP(PP)	i
POprc559_73:141	think	VVP(VVP)	think
POprc559_73:142	we	PP(PP)	we
POprc559_73:143	should	MD(MD)	shall
POprc559_73:144	work	VV(VV)	work
POprc559_73:145	very	RB(RB)	very
POprc559_73:146	closely	RB(RB)	closely
POprc559_73:147	it	PP(PP)	it
POprc559_73:148	's	VBS(VBS)	be
POprc559_73:149	a	DT(DT)	a
POprc559_73:150	point	NN(NN)	point
POprc559_73:151	that	PRE(PRE)	that
POprc559_73:152	ought	MD(MD)	ought
POprc559_73:153	be	VB(VB)	be
POprc559_73:154	mentioned	VVN(VVN)	mention
POprc559_73:155	_0	PA(PA)	
POprc559_73:156	if	IN(IN)	if
POprc559_73:157	the	DT(DT)	the
POprc559_73:158	market	NN(NN)	market
POprc559_73:159	is	VBZ(VBZ)	be
POprc559_73:160	well	RB(RB)	well
POprc559_73:161	functioning	VVG(VVG)	function
POprc559_73:162	_0	PA(PA)	
POprc559_73:163	european	JJ(JJ)	european
POprc559_73:164	market	NN(NN)	market
POprc559_73:165	_0	PA(PA)	
POprc559_73:166	then	RB(RB)	then
POprc559_73:167	you	PP(PP)	you
POprc559_73:168	will	MD(MD)	will
POprc559_73:169	have	VH(VH)	have
POprc559_73:170	opportunity	NN(NN)	opportunity
POprc559_73:171	to	TO(TO)	to
POprc559_73:172	buy	VV(VV)	buy
POprc559_73:173	electricity	NN(NN)	electricity
POprc559_73:174	where	WRB(WRB)	where
POprc559_73:175	it	PP(PP)	it
POprc559_73:176	is	VBZ(VBZ)	be
POprc559_73:177	cheaper	JJR(JJR)	cheap
POprc559_73:178	_0	PA(PA)	
POprc559_73:179	so	DM(DM)	so
POprc559_73:180	it	PP(PP)	it
POprc559_73:181	's	VBS(VBS)	be
POprc559_73:182	a	DT(DT)	a
POprc559_73:183	bad	JJ(JJ)	bad
POprc559_73:184	year	NN(NN)	year
POprc559_73:185	from	IN(IN)	from
POprc559_73:186	the	DT(DT)	the
POprc559_73:187	rain	NN(NN)	rain
POprc559_73:188	point	NN(NN)	point
POprc559_73:189	of	IN(IN)	of
POprc559_73:190	so	DM(DM)	so
POprc559_73:191	that	IN(IN)	that
POprc559_73:192	h-	XX(XX)	
POprc559_73:193	p_hydroelectricities	PVC(NNS)	
POprc559_73:194	are	VBP(VBP)	be
POprc559_73:195	not	RB(RB)	not
POprc559_73:196	providing	VVG(VVG)	provide
POprc559_73:197	enough	JJ(JJ)	enough
POprc559_73:198	power	NN(NN)	power
POprc559_73:199	_0	PA(PA)	
POprc559_73:200	you	PP(PP)	you
POprc559_73:201	bring	VVP(VVP)	bring
POprc559_73:202	power	NN(NN)	power
POprc559_73:203	from	IN(IN)	from
POprc559_73:204	netherlands	NPS(NPS)	netherlands
POprc559_73:205	or	CC(CC)	or
POprc559_73:206	you	PP(PP)	you
POprc559_73:207	bring	VVP(VVP)	bring
POprc559_73:208	power	NN(NN)	power
POprc559_73:209	from	IN(IN)	from
POprc559_73:210	finland	NP(NP)	finland
POprc559_73:211	or	CC(CC)	or
POprc559_73:212	from	IN(IN)	from
POprc559_73:213	lithuania	NP(NP)	lithuania
POprc559_73:214	so	DM(DM)	so
POprc559_73:215	i	PP(PP)	i
POprc559_73:216	think	VVP(VVP)	think
POprc559_73:217	_0	PA(PA)	
POprc559_73:218	this	DT(DT)	this
POprc559_73:219	_0	PA(PA)	
POprc559_73:220	basic	JJ(JJ)	basic
POprc559_73:221	approach	NN(NN)	approach
POprc559_73:222	is	VBZ(VBZ)	be
POprc559_73:223	definitely	RB(RB)	definitely
POprc559_73:224	right	JJ(JJ)	right
POprc559_73:225	and	CC(CC)	and
POprc559_73:226	i	PP(PP)	i
POprc559_73:227	would	MD(MD)	will
POprc559_73:228	er	UH(UH)	er
POprc559_73:229	also	RB(RB)	also
POprc559_73:230	encourage	VV(VV)	encourage
POprc559_73:231	norwegian	JJ(JJ)	norwegian
POprc559_73:232	citizens	NNS(NNS)	citizen
POprc559_73:233	to	TO(TO)	to
POprc559_73:234	continue	VV(VV)	continue
POprc559_73:235	this	DT(DT)	this
POprc559_73:236	approach	NN(NN)	approach
POprc559_73:237	not	RB(RB)	not
POprc559_73:238	to	TO(TO)	to
POprc559_73:239	change	VV(VV)	change
POprc559_73:240	their	PP$(PP$)	they
POprc559_73:241	attitude	NN(NN)	attitude
POprc559_73:242	for	IN(IN)	for
POprc559_73:243	_0	PA(PA)	
POprc559_73:244	er	UH(UH)	er
POprc559_73:245	more	JJR(JJR)	more
POprc559_73:246	s_co	NN(NN)	s_co
POprc559_73:247	two	CD(CD)	two
POprc559_73:248	emissions	NNS(NNS)	emission
POprc559_73:249	_1	PA(PA)	

POprc559_74:1	you	PP(PP)	you
POprc559_74:2	want	VVP(VVP)	want
POprc559_74:3	to	TO(TO)	to
POprc559_74:4	add	VV(VV)	add
POprc559_74:5	something	NN(NN)	something
POprc559_74:6	minister	NN(NN)	minister

POprc559_75:1	yeah	RE(RE)	yeah
POprc559_75:2	can	MD(MD)	can
POprc559_75:3	i	PP(PP)	i
POprc559_75:4	have	VH(VH)	have
POprc559_75:5	just	RB(RB)	just

POprc559_76:1	sure	JJ(JJ)	sure
POprc559_76:2	follow-up	NN(NN)/UNK(VV)	follow-up
POprc559_76:3	yeah	RE(RE)	yeah
POprc559_76:4	_0	PA(PA)	

POprc559_77:1	can	MD(MD)	can
POprc559_77:2	you	PP(PP)	you
POprc559_77:3	understand	VV(VV)	understand
POprc559_77:4	that	IN(IN)	that
POprc559_77:5	_0	PA(PA)	
POprc559_77:6	norwegian	JJ(JJ)	norwegian
POprc559_77:7	er	UH(UH)	er
