POprc522_1:1	okay	RE(RE)	okay
POprc522_30:64	a	DT(DT)	a
POprc522_30:65	co-	XX(XX)	
POprc522_30:66	er	UH(UH)	er
POprc522_30:67	in	IN(IN)	in
POprc522_30:68	in	IN(IN)	in
POprc522_30:69	the	DT(DT)	the
POprc522_30:70	conclusion	NN(NN)	conclusion
POprc522_30:71	say	VV(VV)	say
POprc522_30:72	_0	PA(PA)	
POprc522_30:73	reference	NN(NN)	reference
POprc522_30:74	to	IN(IN)	to
POprc522_30:75	the	DT(DT)	the
POprc522_30:76	humanitarian	JJ(JJ)	humanitarian
POprc522_30:77	assistance	NN(NN)	assistance
POprc522_30:78	er	UH(UH)	er
POprc522_30:79	hh	BR(BR)	
POprc522_30:80	and	CC(CC)	and
POprc522_30:81	relief	NN(NN)	relief
POprc522_30:82	work	NN(NN)	work
POprc522_30:83	that	PRE(PRE)	that
POprc522_30:84	the	DT(DT)	the
POprc522_30:85	s_eu	NP(NP)	s_eu
POprc522_30:86	is	VBZ(VBZ)	be
POprc522_30:87	doing	VVG(VVG)	do
POprc522_30:88	_0	PA(PA)	
POprc522_30:89	and	CC(CC)	and
POprc522_30:90	this	DT(DT)	this
POprc522_30:91	will	MD(MD)	will
POprc522_30:92	continue	VV(VV)	continue
POprc522_30:93	_0	PA(PA)	
POprc522_30:94	er	UH(UH)	er
POprc522_30:95	and	CC(CC)	and
POprc522_30:96	engage	VV(VV)	engage
POprc522_30:97	er	UH(UH)	er
POprc522_30:98	er	UH(UH)	er
POprc522_30:99	the	DT(DT)	the
POprc522_30:100	member	NNS(NNS)	member
POprc522_30:101	states	NNS(NNS)	state
POprc522_30:102	as	RB(RB)	as
POprc522_30:103	well	RB(RB)	well
POprc522_30:104	_3	PA(PA)	

POprc522_31:1	okay	RE(RE)	okay
POprc522_31:2	_0	PA(PA)	
POprc522_31:3	thank	FI(FI)	thank
POprc522_31:4	you	FI(FI)	you
POprc522_31:5	very	RB(RB)	very
POprc522_31:6	much	RB(RB)	much

POprc522_32:1	thank	FI(FI)	thank
POprc522_32:2	you	FI(FI)	you
POprc522_32:3	very	RB(RB)	very
POprc522_32:4	much	RB(RB)	much

