PBpan25_1:1	good	FI(FI)	good
PBpan25_19:181	personal	JJ(JJ)	personal
PBpan25_19:182	experience	NN(NN)	experience
PBpan25_19:183	in	IN(IN)	in
PBpan25_19:184	in	IN(IN)	in
PBpan25_19:185	er	UH(UH)	er
PBpan25_19:186	a_[place14]	NP(NP)	
PBpan25_19:187	_0	PA(PA)	
PBpan25_19:188	er	UH(UH)	er
PBpan25_19:189	you	PP(PP)	you
PBpan25_19:190	were	VBD(VBD)	be
PBpan25_19:191	confronted	VVN(VVN)	confront
PBpan25_19:192	with	IN(IN)	with
PBpan25_19:193	several	JJ(JJ)	several
PBpan25_19:194	challenges	NNS(NNS)	challenge
PBpan25_19:195	er	UH(UH)	er
PBpan25_19:196	i-	XX(XX)	
PBpan25_19:197	in	IN(IN)	in
PBpan25_19:198	the	DT(DT)	the
PBpan25_19:199	course	NN(NN)	course
PBpan25_19:200	of	IN(IN)	of
PBpan25_19:201	the	DT(DT)	the
PBpan25_19:202	previous	JJ(JJ)	previous
PBpan25_19:203	er	UH(UH)	er
PBpan25_19:204	period	NN(NN)	period
PBpan25_19:205	_0	PA(PA)	
PBpan25_19:206	and	CC(CC)	and
PBpan25_19:207	actually	RB(RB)	actually
PBpan25_19:208	you	PP(PP)	you
PBpan25_19:209	have	VHP(VHP)	have
PBpan25_19:210	adopted	VVN(VVN)	adopt
PBpan25_19:211	de	RB(RB)	de
PBpan25_19:212	facto	RB(RB)	facto
PBpan25_19:213	er	UH(UH)	er
PBpan25_19:214	a	DT(DT)	a
PBpan25_19:215	kind	NN(NN)	kind
PBpan25_19:216	of	IN(IN)	of
PBpan25_19:217	a	DT(DT)	a
PBpan25_19:218	fixed	JJ(JJ)	fixed
PBpan25_19:219	exchange	NN(NN)	exchange
PBpan25_19:220	rate	NN(NN)	rate
PBpan25_19:221	if	IN(IN)	if
PBpan25_19:222	not	RB(RB)	not
PBpan25_19:223	a	DT(DT)	a
PBpan25_19:224	a	DT(DT)	a
PBpan25_19:225	currency	NN(NN)	currency
PBpan25_19:226	xx	UNI(UNI)	
PBpan25_19:227	er	UH(UH)	er
PBpan25_19:228	system	NN(NN)	system
PBpan25_19:229	_0	PA(PA)	
PBpan25_19:230	i	PP(DM)	i
PBpan25_19:231	mean	VVP(DM)	mean
PBpan25_19:232	again	RB(RB)	again
PBpan25_19:233	not	RB(RB)	not
PBpan25_19:234	formally	RB(RB)	formally
PBpan25_19:235	but	CC(CC)	but
PBpan25_19:236	informally	RB(RB)	informally
PBpan25_19:237	_0	PA(PA)	
PBpan25_19:238	er	UH(UH)	er
PBpan25_19:239	my	PP$(PP$)	i
PBpan25_19:240	question	NN(NN)	question
PBpan25_19:241	will	MD(MD)	will
PBpan25_19:242	be	VB(VB)	be
PBpan25_19:243	to	IN(IN)	to
PBpan25_19:244	the	DT(DT)	the
PBpan25_19:245	_0	PA(PA)	
PBpan25_19:246	er	UH(UH)	er
PBpan25_19:247	potential	JJ(JJ)	potential
PBpan25_19:248	pros	NNS(NNS)	pro
PBpan25_19:249	and	CC(CC)	and
PBpan25_19:250	cons	NNS(NNS)	con
PBpan25_19:251	_0	PA(PA)	
PBpan25_19:252	er	UH(UH)	er
PBpan25_19:253	for	IN(IN)	for
PBpan25_19:254	a	DT(DT)	a
PBpan25_19:255	unilateral	JJ(JJ)	unilateral
PBpan25_19:256	p_euroization	PVC(NN)	
PBpan25_19:257	_0	PA(PA)	
PBpan25_19:258	for	IN(IN)	for
PBpan25_19:259	xx	UNI(UNI)	
PBpan25_19:260	economy	NN(NN)	economy
PBpan25_19:261	_0	PA(PA)	
PBpan25_19:262	what	WP(WP)	what
PBpan25_19:263	might	MD(MD)	may
PBpan25_19:264	be	VB(VB)	be
PBpan25_19:265	the	DT(DT)	the
PBpan25_19:266	the	DT(DT)	the
PBpan25_19:267	pros	NNS(NNS)	pro
PBpan25_19:268	and	CC(CC)	and
PBpan25_19:269	cons	NNS(NNS)	con
PBpan25_19:270	for	IN(IN)	for
PBpan25_19:271	adopting	VVG(VVG)	adopt
PBpan25_19:272	er	UH(UH)	er
PBpan25_19:273	unilaterally	RB(RB)	unilaterally
PBpan25_19:274	the	DT(DT)	the
PBpan25_19:275	euro	NP(NP)	euro
PBpan25_19:276	_0	PA(PA)	
PBpan25_19:277	obviously	RB(RB)	obviously
PBpan25_19:278	bearing	VVG(VVG)	bear
PBpan25_19:279	in	IN(IN)	in
PBpan25_19:280	mind	NN(NN)	mind
PBpan25_19:281	that	IN(IN)	that
PBpan25_19:282	this	DT(DT)	this
PBpan25_19:283	is	VBZ(VBZ)	be
PBpan25_19:284	really	RB(RB)	really
PBpan25_19:285	not	RB(RB)	not
PBpan25_19:286	the	DT(DT)	the
PBpan25_19:287	favorite	JJ(JJ)	favorite
PBpan25_19:288	option	NN(NN)	option
PBpan25_19:289	for	IN(IN)	for
PBpan25_19:290	the	DT(DT)	the
PBpan25_19:291	european	JJ(JJ)	european
PBpan25_19:292	central	NN(NN)	central
PBpan25_19:293	bank	NN(NN)	bank
PBpan25_19:294	either	CC(CC)	either
PBpan25_19:295	_0	PA(PA)	

PBpan25_20:1	oh	UH(UH)	oh
PBpan25_20:2	i	PP(PP)	i
PBpan25_20:3	think	VVP(VVP)	think
PBpan25_20:4	that	IN(IN)	that
PBpan25_20:5	er	UH(UH)	er
PBpan25_20:6	_0	PA(PA)	
PBpan25_20:7	unilateral	JJ(JJ)	unilateral
PBpan25_20:8	p_euroization	PVC(NN)	
PBpan25_20:9	is	VBZ(VBZ)	be
PBpan25_20:10	something	NN(NN)	something
PBpan25_20:11	that	PRE(PRE)	that
PBpan25_20:12	er	UH(UH)	er
PBpan25_20:13	_0	PA(PA)	
PBpan25_20:14	should	MD(MD)	shall
PBpan25_20:15	be	VB(VB)	be
PBpan25_20:16	sort	RB(RB)	sort
PBpan25_20:17	of	RB(RB)	of
PBpan25_20:18	_0	PA(PA)	
PBpan25_20:19	in	IN(IN)	in
PBpan25_20:20	a	DT(DT)	a
PBpan25_20:21	context	NN(NN)	context
PBpan25_20:22	of	IN(IN)	of
PBpan25_20:23	er	UH(UH)	er
PBpan25_20:24	of	IN(IN)	of
PBpan25_20:25	a	DT(DT)	a
PBpan25_20:26	high	JJ(JJ)	high
PBpan25_20:27	currency	NN(NN)	currency
PBpan25_20:28	substitution	NN(NN)	substitution
PBpan25_20:29	_0	PA(PA)	
PBpan25_20:30	in	IN(IN)	in
PBpan25_20:31	the	DT(DT)	the
PBpan25_20:32	first	JJ(JJ)	first
PBpan25_20:33	place	NN(NN)	place
PBpan25_20:34	_0	PA(PA)	
PBpan25_20:35	er	UH(UH)	er
PBpan25_20:36	_0	PA(PA)	
PBpan25_20:37	for	IN(IN)	for
PBpan25_20:38	the	DT(DT)	the
PBpan25_20:39	countries	NNS(NNS)	country
PBpan25_20:40	that	PRE(PRE)	that
PBpan25_20:41	have	VHP(VHP)	have
PBpan25_20:42	a	DT(DT)	a
PBpan25_20:43	high	JJ(JJ)	high
PBpan25_20:44	currency	NN(NN)	currency
PBpan25_20:45	substitution	NN(NN)	substitution
PBpan25_20:46	_0	PA(PA)	
PBpan25_20:47	er	UH(UH)	er
PBpan25_20:48	it	PP(PP)	it
PBpan25_20:49	might	MD(MD)	may
PBpan25_20:50	be	VB(VB)	be
PBpan25_20:51	_0	PA(PA)	
PBpan25_20:52	wise	JJ(JJ)	wise
PBpan25_20:53	to	TO(TO)	to
PBpan25_20:54	try	VV(VV)	try
PBpan25_20:55	to	TO(TO)	to
PBpan25_20:56	adopt	VV(VV)	adopt
PBpan25_20:57	the	DT(DT)	the
PBpan25_20:58	euro	NP(NP)	euro
PBpan25_20:59	_0	PA(PA)	
PBpan25_20:60	early	RB(RB)	early
PBpan25_20:61	maybe	RB(RB)	maybe
PBpan25_20:62	even	RB(RB)	even
PBpan25_20:63	unilaterally	RB(RB)	unilaterally
PBpan25_20:64	even	RB(RB)	even
PBpan25_20:65	we	PP(PP)	we
PBpan25_20:66	in	IN(IN)	in
PBpan25_20:67	a_[place14]	NP(NP)	
PBpan25_20:68	_0	PA(PA)	
PBpan25_20:69	er	UH(UH)	er
PBpan25_20:70	had	VHD(VHD)	have
PBpan25_20:71	that	DT(DT)	that
PBpan25_20:72	option	NN(NN)	option
PBpan25_20:73	on	IN(IN)	on
PBpan25_20:74	the	DT(DT)	the
PBpan25_20:75	table	NN(NN)	table
PBpan25_20:76	some	DT(DT)	some
PBpan25_20:77	three	CD(CD)	three
PBpan25_20:78	or	CC(CC)	or
PBpan25_20:79	four	CD(CD)	four
PBpan25_20:80	years	NNS(NNS)	year
PBpan25_20:81	ago	RB(RB)	ago
PBpan25_20:82	_0	PA(PA)	
PBpan25_20:83	er	UH(UH)	er
PBpan25_20:84	we	PP(PP)	we
PBpan25_20:85	gave	VVD(VVD)	give
PBpan25_20:86	it	PP(PP)	it
PBpan25_20:87	up	RP(RP)	up
PBpan25_20:88	_0	PA(PA)	
PBpan25_20:89	not	RB(RB)	not
PBpan25_20:90	least	JJS(JJS)	least
PBpan25_20:91	because	IN(IN)	because
PBpan25_20:92	of	IN(IN)	of
PBpan25_20:93	_0	PA(PA)	
PBpan25_20:94	the	DT(DT)	the
PBpan25_20:95	lack	NN(NN)	lack
PBpan25_20:96	of	IN(IN)	of
PBpan25_20:97	enthusiasm	NN(NN)	enthusiasm
PBpan25_20:98	on	IN(IN)	on
PBpan25_20:99	the	DT(DT)	the
PBpan25_20:100	_0	PA(PA)	
PBpan25_20:101	part	NN(NN)	part
PBpan25_20:102	of	IN(IN)	of
PBpan25_20:103	the	DT(DT)	the
PBpan25_20:104	european	JJ(JJ)	european
PBpan25_20:105	partners	NNS(NNS)	partner
PBpan25_20:106	_0	PA(PA)	
PBpan25_20:107	er	UH(UH)	er
PBpan25_20:108	but	CC(CC)	but
PBpan25_20:109	also	RB(RB)	also
PBpan25_20:110	because	IN(IN)	because
PBpan25_20:111	our	PP$(PP$)	we
PBpan25_20:112	_0	PA(PA)	
PBpan25_20:113	current	JJ(JJ)	current
PBpan25_20:114	policy	NN(NN)	policy
PBpan25_20:115	served	VVD(VVD)	serve
PBpan25_20:116	us	PP(PP)	we
PBpan25_20:117	so	RB(RB)	so
PBpan25_20:118	well	RB(RB)	well
PBpan25_20:119	that	IN(IN)	that
PBpan25_20:120	we	PP(PP)	we
PBpan25_20:121	did	VVD(VVD)	do
PBpan25_20:122	n't	RB(RB)	not
PBpan25_20:123	feel	VV(VV)	feel
PBpan25_20:124	_0	PA(PA)	
PBpan25_20:125	urged	JJ(JJ)	urged
PBpan25_20:126	to	TO(TO)	to
PBpan25_20:127	change	VV(VV)	change
PBpan25_20:128	them	PP(PP)	they
PBpan25_20:129	er	UH(UH)	er
PBpan25_20:130	necessarily	RB(RB)	necessarily
PBpan25_20:131	_0	PA(PA)	
PBpan25_20:132	er	UH(UH)	er
PBpan25_20:133	at	IN(IN)	at
PBpan25_20:134	the	DT(DT)	the
PBpan25_20:135	moment	NN(NN)	moment
PBpan25_20:136	er	UH(UH)	er
PBpan25_20:137	i	PP(PP)	i
PBpan25_20:138	can	MD(MD)	can
PBpan25_20:139	really	RB(RB)	really
PBpan25_20:140	really	RB(RB)	really
PBpan25_20:141	see	VV(VV)	see
PBpan25_20:142	er	UH(UH)	er
PBpan25_20:143	er	UH(UH)	er
PBpan25_20:144	_0	PA(PA)	
PBpan25_20:145	two	CD(CD)	two
PBpan25_20:146	two	CD(CD)	two
PBpan25_20:147	possibilities	NNS(NNS)	possibility
PBpan25_20:148	or	CC(CC)	or
PBpan25_20:149	or	CC(CC)	or
PBpan25_20:150	or	CC(CC)	or
PBpan25_20:151	two	CD(CD)	two
PBpan25_20:152	drivers	NNS(NNS)	driver
PBpan25_20:153	of	IN(IN)	of
PBpan25_20:154	the	DT(DT)	the
PBpan25_20:155	_0	PA(PA)	
PBpan25_20:156	unilateral	JJ(JJ)	unilateral
PBpan25_20:157	p_euroization	PVC(NN)	
PBpan25_20:158	_0	PA(PA)	
PBpan25_20:159	er	UH(UH)	er
PBpan25_20:160	one	NN(NN)	one
PBpan25_20:161	is	VBZ(VBZ)	be
PBpan25_20:162	to	TO(TO)	to
PBpan25_20:163	look	VV(VV)	look
PBpan25_20:164	at	IN(IN)	at
PBpan25_20:165	er	UH(UH)	er
PBpan25_20:166	the	DT(DT)	the
PBpan25_20:167	countries	NNS(NNS)	country
PBpan25_20:168	which	PRE(PRE)	which
PBpan25_20:169	are	VBP(VBP)	be
PBpan25_20:170	er	UH(UH)	er
PBpan25_20:171	still	RB(RB)	still
PBpan25_20:172	far	RB(RB)	far
PBpan25_20:173	away	RB(RB)	away
PBpan25_20:174	from	IN(IN)	from
PBpan25_20:175	the	DT(DT)	the
PBpan25_20:176	accession	NN(NN)	accession
PBpan25_20:177	process	NN(NN)	process
PBpan25_20:178	_0	PA(PA)	
PBpan25_20:179	and	CC(CC)	and
PBpan25_20:180	can	MD(MD)	can
PBpan25_20:181	think	VV(VV)	think
PBpan25_20:182	about	IN(IN)	about
PBpan25_20:183	that	DT(DT)	that
PBpan25_20:184	because	IN(IN)	because
PBpan25_20:185	_0	PA(PA)	
PBpan25_20:186	as	RB(RB)	as
PBpan25_20:187	close	RB(RB)	close
PBpan25_20:188	as	IN(IN)	as
PBpan25_20:189	you	PP(PP)	you
PBpan25_20:190	get	VVP(VVP)	get
PBpan25_20:191	to	IN(IN)	to
PBpan25_20:192	the	DT(DT)	the
PBpan25_20:193	european	NP(NP)	european
PBpan25_20:194	_0	PA(PA)	
PBpan25_20:195	er	UH(UH)	er
PBpan25_20:196	union	NP(NP)	union
PBpan25_20:197	er	UH(UH)	er
PBpan25_20:198	er	UH(UH)	er
PBpan25_20:199	least	JJS(JJS)	least
PBpan25_20:200	chances	NNS(NNS)	chance
PBpan25_20:201	you	PP(PP)	you
PBpan25_20:202	'll	MD(MD)	will
PBpan25_20:203	have	VH(VH)	have
PBpan25_20:204	of	IN(IN)	of
PBpan25_20:205	_0	PA(PA)	
PBpan25_20:206	of	IN(IN)	of
PBpan25_20:207	adopting	VVG(VVG)	adopt
PBpan25_20:208	such	PDT(PDT)	such
PBpan25_20:209	a	DT(DT)	a
PBpan25_20:210	strategy	NN(NN)	strategy
PBpan25_20:211	because	IN(IN)	because
PBpan25_20:212	_0	PA(PA)	
PBpan25_20:213	er	UH(UH)	er
PBpan25_20:214	it	PP(PP)	it
PBpan25_20:215	still	RB(RB)	still
PBpan25_20:216	takes	VVZ(VVZ)	take
PBpan25_20:217	two	CD(CD)	two
PBpan25_20:218	to	IN(IN)	to
PBpan25_20:219	ten	CD(CD)	ten
PBpan25_20:220	x	UNI(UNI)	
PBpan25_20:221	when	WRB(WRB)	when
PBpan25_20:222	you	PP(PP)	you
PBpan25_20:223	get	VVP(VVP)	get
PBpan25_20:224	_0	PA(PA)	
PBpan25_20:225	close	RB(RB)	close
PBpan25_20:226	to	IN(IN)	to
PBpan25_20:227	the	DT(DT)	the
PBpan25_20:228	to	IN(IN)	to
PBpan25_20:229	the	DT(DT)	the
PBpan25_20:230	er	UH(UH)	er
PBpan25_20:231	european	JJ(JJ)	european
PBpan25_20:232	institutions	NNS(NNS)	institution
PBpan25_20:233	_0	PA(PA)	
PBpan25_20:234	er	UH(UH)	er
PBpan25_20:235	and	CC(CC)	and
PBpan25_20:236	in	IN(IN)	in
PBpan25_20:237	that	DT(DT)	that
PBpan25_20:238	sense	NN(NN)	sense
PBpan25_20:239	i	PP(PP)	i
PBpan25_20:240	can	MD(MD)	can
PBpan25_20:241	only	RB(RB)	only
PBpan25_20:242	think	VV(VV)	think
PBpan25_20:243	of	IN(IN)	of
PBpan25_20:244	the	DT(DT)	the
PBpan25_20:245	south-east	JJ(JJ)	south-east
PBpan25_20:246	european	JJ(JJ)	european
PBpan25_20:247	countries	NNS(NNS)	country
PBpan25_20:248	_0	PA(PA)	
PBpan25_20:249	er	UH(UH)	er
PBpan25_20:250	which	PRE(PRE)	which
PBpan25_20:251	have	VHP(VHP)	have
PBpan25_20:252	not	RB(RB)	not
PBpan25_20:253	started	VVN(VVN)	start
PBpan25_20:254	the	DT(DT)	the
PBpan25_20:255	accession	NN(NN)	accession
PBpan25_20:256	process	NN(NN)	process
PBpan25_20:257	yet	RB(RB)	yet
PBpan25_20:258	and	CC(CC)	and
PBpan25_20:259	which	PRE(PRE)	which
PBpan25_20:260	all	DT(DT)	all
PBpan25_20:261	have	VHP(VHP)	have
PBpan25_20:262	very	RB(RB)	very
PBpan25_20:263	high	JJ(JJ)	high
PBpan25_20:264	currency	NN(NN)	currency
PBpan25_20:265	substitutions	NNS(NNS)	substitution
PBpan25_20:266	_1	PA(PA)	
PBpan25_20:267	er	UH(UH)	er
PBpan25_20:268	but	CC(CC)	but
PBpan25_20:269	_0	PA(PA)	
PBpan25_20:270	in	IN(IN)	in
PBpan25_20:271	the	DT(DT)	the
PBpan25_20:272	end	NN(NN)	end
PBpan25_20:273	i	PP(PP)	i
PBpan25_20:274	think	VVP(VVP)	think
PBpan25_20:275	they	PP(PP)	they
PBpan25_20:276	would	MD(MD)	will
PBpan25_20:277	still	RB(RB)	still
PBpan25_20:278	have	VH(VH)	have
PBpan25_20:279	to	TO(TO)	to
PBpan25_20:280	consult	VV(VV)	consult
PBpan25_20:281	with	IN(IN)	with
PBpan25_20:282	er	UH(UH)	er
PBpan25_20:283	_0	PA(PA)	
PBpan25_20:284	commission	NN(NN)	commission
PBpan25_20:285	and	CC(CC)	and
PBpan25_20:286	the	DT(DT)	the
PBpan25_20:287	_0	PA(PA)	
PBpan25_20:288	s_ecb	NP(NP)	s_ecb
PBpan25_20:289	_0	PA(PA)	
PBpan25_20:290	er	UH(UH)	er
PBpan25_20:291	the	DT(DT)	the
PBpan25_20:292	other	JJ(JJ)	other
PBpan25_20:293	countries	NNS(NNS)	country
PBpan25_20:294	are	VBP(VBP)	be
PBpan25_20:295	obviously	RB(RB)	obviously
PBpan25_20:296	s_cis	NP(NP)	s_cis
PBpan25_20:297	countries	NNS(NNS)	country
PBpan25_20:298	_1	PA(PA)	
PBpan25_20:299	s_cis	NP(NP)	s_cis
PBpan25_20:300	are	VBP(VBP)	be
PBpan25_20:301	also	RB(RB)	also
PBpan25_20:302	countries	NNS(NNS)	country
PBpan25_20:303	which	PRE(PRE)	which
PBpan25_20:304	_0	PA(PA)	
PBpan25_20:305	very	RB(RB)	very
PBpan25_20:306	hi-	XX(XX)	
PBpan25_20:307	many	JJ(JJ)	many
PBpan25_20:308	of	IN(IN)	of
PBpan25_20:309	them	PP(PP)	they
PBpan25_20:310	have	VHP(VHP)	have
PBpan25_20:311	have	VHP(VHP)	have
PBpan25_20:312	_0	PA(PA)	
PBpan25_20:313	very	RB(RB)	very
PBpan25_20:314	high	JJ(JJ)	high
PBpan25_20:315	prices	NNS(NNS)	price
PBpan25_20:316	xx	UNI(UNI)	
PBpan25_20:317	higher	JJR(JJR)	high
PBpan25_20:318	inflation	NN(NN)	inflation
PBpan25_20:319	for	RB(RB)	for
PBpan25_20:320	example	RB(RB)	example
PBpan25_20:321	_0	PA(PA)	
PBpan25_20:322	er	UH(UH)	er
PBpan25_20:323	s_ecb	NP(NP)	s_ecb
PBpan25_20:324	and	CC(CC)	and
PBpan25_20:325	commission	NN(NN)	commission
PBpan25_20:326	adopted	VVD(VVD)	adopt
PBpan25_20:327	a	DT(DT)	a
PBpan25_20:328	negative	JJ(JJ)	negative
PBpan25_20:329	stance	NN(NN)	stance
PBpan25_20:330	for	IN(IN)	for
PBpan25_20:331	such	PDT(PDT)	such
PBpan25_20:332	an	DT(DT)	a
PBpan25_20:333	id-	XX(XX)	
PBpan25_20:334	idea	NN(NN)	idea
PBpan25_20:335	_0	PA(PA)	
PBpan25_20:336	er	UH(UH)	er
PBpan25_20:337	it	PP(PP)	it
PBpan25_20:338	has	VHZ(VHZ)	have
PBpan25_20:339	been	VBN(VBN)	be
PBpan25_20:340	clearly	RB(RB)	clearly
PBpan25_20:341	said	VVN(VVN)	say
PBpan25_20:342	er	UH(UH)	er
PBpan25_20:343	also	RB(RB)	also
PBpan25_20:344	in	IN(IN)	in
PBpan25_20:345	vienna	NP(NP)	vienna
PBpan25_20:346	by	IN(IN)	by
PBpan25_20:347	xxx	UNI(UNI)	
PBpan25_20:348	er	UH(UH)	er
PBpan25_20:349	er	UH(UH)	er
PBpan25_20:350	er	UH(UH)	er
PBpan25_20:351	_0	PA(PA)	
PBpan25_20:352	er	UH(UH)	er
PBpan25_20:353	two	CD(CD)	two
PBpan25_20:354	months	NNS(NNS)	month
PBpan25_20:355	ago	RB(RB)	ago
PBpan25_20:356	er	UH(UH)	er
PBpan25_20:357	xxx	UNI(UNI)	
PBpan25_20:358	x	UNI(UNI)	
PBpan25_20:359	x	UNI(UNI)	
PBpan25_20:360	x	UNI(UNI)	
PBpan25_20:361	but	CC(CC)	but
PBpan25_20:362	er	UH(UH)	er
PBpan25_20:363	if	IN(IN)	if
PBpan25_20:364	that	DT(DT)	that
PBpan25_20:365	idea	NN(NN)	idea
PBpan25_20:366	comes	VVZ(VVZ)	come
PBpan25_20:367	from	IN(IN)	from
PBpan25_20:368	a	DT(DT)	a
PBpan25_20:369	country	NN(NN)	country
PBpan25_20:370	which	PRE(PRE)	which
PBpan25_20:371	is	VBZ(VBZ)	be
PBpan25_20:372	not	RB(RB)	not
PBpan25_20:373	_0	PA(PA)	
PBpan25_20:374	a	DT(DT)	a
PBpan25_20:375	potential	JJ(JJ)	potential
PBpan25_20:376	member	NN(NN)	member
PBpan25_20:377	of	IN(IN)	of
PBpan25_20:378	_0	PA(PA)	
PBpan25_20:379	of	IN(IN)	of
PBpan25_20:380	the	DT(DT)	the
PBpan25_20:381	s_eu	NP(NP)	s_eu
PBpan25_20:382	_0	PA(PA)	
PBpan25_20:383	it	PP(PP)	it
PBpan25_20:384	will	MD(MD)	will
PBpan25_20:385	be	VB(VB)	be
PBpan25_20:386	interesting	JJ(JJ)	interesting
PBpan25_20:387	to	TO(TO)	to
PBpan25_20:388	see	VV(VV)	see
PBpan25_20:389	what	WP(WP)	what
PBpan25_20:390	the	DT(DT)	the
PBpan25_20:391	reaction	NN(NN)	reaction
PBpan25_20:392	of	IN(IN)	of
PBpan25_20:393	the	DT(DT)	the
PBpan25_20:394	_0	PA(PA)	
PBpan25_20:395	european	JJ(JJ)	european
PBpan25_20:396	institutions	NNS(NNS)	institution
PBpan25_20:397	in	IN(IN)	in
PBpan25_20:398	that	DT(DT)	that
PBpan25_20:399	case	NN(NN)	case
PBpan25_20:400	would	MD(MD)	will
PBpan25_20:401	be	VB(VB)	be
PBpan25_20:402	_0	PA(PA)	
PBpan25_20:403	er	UH(UH)	er
PBpan25_20:404	i	PP(PP)	i
PBpan25_20:405	can	MD(MD)	can
PBpan25_20:406	tell	VV(VV)	tell
PBpan25_20:407	it	PP(PP)	it
PBpan25_20:408	but	CC(CC)	but
PBpan25_20:409	er	UH(UH)	er
PBpan25_20:410	obviously	RB(RB)	obviously
PBpan25_20:411	that	DT(DT)	that
PBpan25_20:412	will	MD(MD)	will
PBpan25_20:413	look	VV(VV)	look
PBpan25_20:414	more	JJR(JJR)	more
PBpan25_20:415	like	IN(IN)	like
PBpan25_20:416	er	UH(UH)	er
PBpan25_20:417	er	UH(UH)	er
PBpan25_20:418	er	UH(UH)	er
PBpan25_20:419	a	DT(DT)	a
PBpan25_20:420	x	UNI(UNI)	
PBpan25_20:421	approach	NN(NN)	approach
PBpan25_20:422	_0	PA(PA)	
PBpan25_20:423	when	WRB(WRB)	when
PBpan25_20:424	er	UH(UH)	er
PBpan25_20:425	latin	JJ(JJ)	latin
PBpan25_20:426	american	JJ(JJ)	american
PBpan25_20:427	countries	NNS(NNS)	country
PBpan25_20:428	proposed	VVD(VVD)	propose
PBpan25_20:429	something	NN(NN)	something
PBpan25_20:430	like	IN(IN)	like
PBpan25_20:431	that	DT(DT)	that
PBpan25_20:432	_0	PA(PA)	
PBpan25_20:433	you	PP(PP)	you
PBpan25_20:434	can	MD(MD)	can
PBpan25_20:435	_0	PA(PA)	
PBpan25_20:436	have	VH(VH)	have
PBpan25_20:437	a	DT(DT)	a
PBpan25_20:438	more	RBR(RBR)	more
PBpan25_20:439	benign	JJ(JJ)	benign
PBpan25_20:440	_0	PA(PA)	
PBpan25_20:441	er	UH(UH)	er
PBpan25_20:442	view	NN(NN)	view
PBpan25_20:443	of	IN(IN)	of
PBpan25_20:444	it	PP(PP)	it
PBpan25_20:445	because	IN(IN)	because
PBpan25_20:446	it	PP(PP)	it
PBpan25_20:447	's	VBS(VBS)	be
PBpan25_20:448	not	RB(RB)	not
PBpan25_20:449	er	UH(UH)	er
PBpan25_20:450	country	NN(NN)	country
PBpan25_20:451	that	PRE(PRE)	that
PBpan25_20:452	will	MD(MD)	will
PBpan25_20:453	accede	VV(VV)	accede
PBpan25_20:454	to	IN(IN)	to
PBpan25_20:455	your	PP$(PP$)	you
PBpan25_20:456	_0	PA(PA)	
PBpan25_20:457	er	UH(UH)	er
PBpan25_20:458	institutions	NNS(NNS)	institution
PBpan25_20:459	_0	PA(PA)	
PBpan25_20:460	so	DM(DM)	so
PBpan25_20:461	we	PP(PP)	we
PBpan25_20:462	'll	MD(MD)	will
PBpan25_20:463	see	VV(VV)	see
PBpan25_20:464	if	IN(IN)	if
PBpan25_20:465	something	NN(NN)	something
PBpan25_20:466	like	IN(IN)	like
PBpan25_20:467	that	DT(DT)	that
PBpan25_20:468	happens	VVZ(VVZ)	happen
PBpan25_20:469	in	IN(IN)	in
PBpan25_20:470	the	DT(DT)	the
PBpan25_20:471	_0	PA(PA)	
PBpan25_20:472	er	UH(UH)	er
PBpan25_20:473	in	IN(IN)	in
PBpan25_20:474	the	DT(DT)	the
PBpan25_20:475	future	NN(NN)	future
PBpan25_20:476	_0	PA(PA)	
PBpan25_20:477	er	UH(UH)	er
PBpan25_20:478	the	DT(DT)	the
PBpan25_20:479	other	JJ(JJ)	other
PBpan25_20:480	way	NN(NN)	way
PBpan25_20:481	of	IN(IN)	of
PBpan25_20:482	er	UH(UH)	er
PBpan25_20:483	thinking	VVG(VVG)	think
PBpan25_20:484	about	IN(IN)	about
PBpan25_20:485	p_ulateral	PVC(JJ)	
PBpan25_20:486	p_euroization	PVC(NN)	
PBpan25_20:487	which	PRE(PRE)	which
PBpan25_20:488	is	VBZ(VBZ)	be
PBpan25_20:489	not	RB(RB)	not
PBpan25_20:490	er	UH(UH)	er
PBpan25_20:491	er	UH(UH)	er
PBpan25_20:492	something	NN(NN)	something
PBpan25_20:493	that	PRE(PRE)	that
PBpan25_20:494	i	PP(PP)	i
PBpan25_20:495	think	VVP(VVP)	think
PBpan25_20:496	er	UH(UH)	er
PBpan25_20:497	will	MD(MD)	will
PBpan25_20:498	will	MD(MD)	will
PBpan25_20:499	practically	RB(RB)	practically
PBpan25_20:500	happen	VV(VV)	happen
PBpan25_20:501	is	VBZ(VBZ)	be
PBpan25_20:502	_0	PA(PA)	
PBpan25_20:503	that	IN(IN)	that
PBpan25_20:504	you	PP(PP)	you
PBpan25_20:505	might	MD(MD)	may
PBpan25_20:506	think	VV(VV)	think
PBpan25_20:507	that	IN(IN)	that
PBpan25_20:508	er	UH(UH)	er
PBpan25_20:509	actually	RB(RB)	actually
PBpan25_20:510	in	IN(IN)	in
PBpan25_20:511	the	DT(DT)	the
PBpan25_20:512	xx	UNI(UNI)	
PBpan25_20:513	waiting	VVG(NN)	wait/waiting
PBpan25_20:514	room	NN(NN)	room
PBpan25_20:515	it	PP(PP)	it
PBpan25_20:516	might	MD(MD)	may
PBpan25_20:517	hurt	VV(VV)	hurt
PBpan25_20:518	more	RBR(RBR)	more
PBpan25_20:519	_0	PA(PA)	
